year,country,region,avg_temperature_c,rainfall_mm,drought_index,flood_risk_score,heatwave_days,soil_moisture_percent,climate_risk_level
2022,Chile,South America,24.7,738.5,0.25,0.363,26,29.93,Moderate
2023,Chile,South America,21.74,1036.7,0.061,0.441,16,65.42,Moderate
2024,Chile,South America,22.52,1164.8,0.043,0.463,22,50.28,Moderate
2025,Chile,South America,24.17,988.4,0.028,0.404,18,54.09,Low
2026,Chile,South America,23.52,931.5,0.057,0.496,7,45.53,Moderate
2027,Chile,South America,24.51,1012.1,0.194,0.538,24,41.6,Moderate
2028,Chile,South America,23.82,1298.9,0.0,0.766,16,64.66,Moderate
2029,Chile,South America,25.39,877.1,0.297,0.439,18,29.55,Moderate
2030,Chile,South America,23.46,997.3,0.132,0.358,10,43.65,Low
2031,Chile,South America,23.53,1293.7,0.0,0.628,22,64.4,Moderate
2032,Chile,South America,23.66,1179.1,0.0,0.479,27,49.65,Low
2033,Chile,South America,23.13,1128.7,0.0,0.468,3,59.47,Low
2034,Chile,South America,24.33,996.2,0.036,0.545,21,43.3,Moderate
2035,Chile,South America,23.62,1104.9,0.017,0.568,11,46.2,Moderate
2036,Chile,South America,24.3,1013.9,0.19,0.554,5,40.42,Moderate
2037,Chile,South America,24.5,962.5,0.111,0.453,18,58.96,Moderate
2038,Chile,South America,23.9,927.2,0.145,0.527,9,31.59,Moderate
2039,Chile,South America,24.01,1225.5,0.0,0.58,3,63.89,Moderate
2040,Chile,South America,22.21,1090.3,0.0,0.635,4,50.01,Moderate
2041,Chile,South America,22.78,1150.3,0.0,0.603,4,55.42,Moderate
2042,Chile,South America,24.47,1124.3,0.0,0.546,12,59.84,Moderate
2043,Chile,South America,25.18,1170.5,0.13,0.602,8,59.26,Moderate
2044,Chile,South America,21.17,1059.2,0.0,0.528,4,48.88,Moderate
2045,Chile,South America,22.83,1022.9,0.0,0.639,6,43.0,Moderate
2046,Chile,South America,23.56,969.6,0.221,0.504,17,47.79,Moderate
2047,Chile,South America,22.49,873.8,0.114,0.437,16,44.72,Moderate
2048,Chile,South America,22.58,920.5,0.014,0.441,13,44.04,Low
2049,Chile,South America,24.15,1041.5,0.152,0.588,14,51.69,Moderate
2050,Chile,South America,25.5,843.5,0.312,0.478,18,33.26,Moderate
1961,Peru,South America,21.01,1105.6,0.0,0.648,4,61.1,Moderate
1962,Peru,South America,22.02,1108.2,0.0,0.681,9,50.0,Moderate
1963,Peru,South America,22.66,1208.8,0.0,0.596,3,61.17,Moderate
1964,Peru,South America,22.43,962.8,0.001,0.485,1,48.45,Low
1965,Peru,South America,22.68,1168.2,0.0,0.626,13,64.08,Moderate
1966,Peru,South America,21.18,952.7,0.0,0.455,1,54.17,Low
1967,Peru,South America,24.01,1313.8,0.0,0.698,25,69.87,Moderate
1968,Peru,South America,21.72,1185.1,0.0,0.586,0,61.37,Moderate
1969,Peru,South America,22.0,989.9,0.039,0.576,13,42.43,Moderate
1970,Peru,South America,20.58,1112.9,0.0,0.614,0,49.23,Moderate
1971,Peru,South America,21.95,963.4,0.145,0.547,3,40.19,Moderate
1972,Peru,South America,22.84,1340.7,0.0,0.654,16,71.54,Moderate
1973,Peru,South America,23.13,1359.7,0.0,0.834,7,68.42,Moderate
1974,Peru,South America,24.11,1211.4,0.0,0.644,12,65.78,Moderate
1975,Peru,South America,22.88,1349.1,0.0,0.694,6,73.47,Moderate
1976,Peru,South America,22.6,1124.3,0.0,0.501,26,51.86,Moderate
1977,Peru,South America,21.75,1222.2,0.0,0.603,4,61.3,Moderate
1978,Peru,South America,21.51,1296.0,0.0,0.657,8,64.72,Moderate
1979,Peru,South America,23.49,1099.1,0.0,0.487,12,52.99,Low
1980,Peru,South America,23.48,1111.4,0.04,0.532,16,51.56,Moderate
1981,Peru,South America,21.07,1249.4,0.0,0.611,2,69.58,Moderate
1982,Peru,South America,23.25,1203.4,0.0,0.606,12,60.48,Moderate
1983,Peru,South America,23.18,979.1,0.109,0.349,16,46.85,Low
1984,Peru,South America,21.08,750.1,0.058,0.364,0,31.54,Low
1985,Peru,South America,23.08,1071.9,0.195,0.506,21,53.74,Moderate
1986,Peru,South America,21.19,764.5,0.22,0.381,17,27.79,Moderate
1987,Peru,South America,19.55,941.4,0.0,0.554,7,49.8,Moderate
1988,Peru,South America,22.29,960.1,0.0,0.644,11,50.9,Moderate
1989,Peru,South America,22.81,1009.0,0.013,0.559,0,47.72,Moderate
1990,Peru,South America,22.38,1231.3,0.0,0.517,14,63.47,Moderate
1991,Peru,South America,25.98,1266.0,0.08,0.605,18,62.82,Moderate
1992,Peru,South America,23.01,1181.4,0.0,0.638,11,58.83,Moderate
1993,Peru,South America,22.75,1201.2,0.0,0.639,0,60.14,Moderate
1994,Peru,South America,23.11,1205.0,0.0,0.681,17,60.62,Moderate
1995,Peru,South America,22.08,700.5,0.239,0.342,0,31.03,Moderate
1996,Peru,South America,23.75,1101.6,0.0,0.522,16,55.44,Moderate
1997,Peru,South America,23.08,812.6,0.329,0.546,20,27.43,Moderate
1998,Peru,South America,23.04,1181.5,0.0,0.595,9,58.16,Moderate
1999,Peru,South America,21.94,765.1,0.26,0.301,19,34.65,Moderate
2000,Peru,South America,20.82,1071.1,0.0,0.654,0,54.14,Moderate
2001,Peru,South America,22.12,1187.6,0.0,0.474,15,65.1,Low
2002,Peru,South America,23.08,921.2,0.0,0.181,2,49.78,Low
2003,Peru,South America,22.22,1253.9,0.0,0.688,18,57.47,Moderate
2004,Peru,South America,23.12,1181.1,0.0,0.663,20,58.05,Moderate
2005,Peru,South America,22.51,1160.9,0.0,0.614,15,56.18,Moderate
2006,Peru,South America,23.33,1211.7,0.0,0.502,10,60.56,Moderate
2007,Peru,South America,21.66,1042.5,0.0,0.517,0,52.11,Moderate
2008,Peru,South America,23.08,1124.3,0.0,0.54,10,59.88,Moderate
2009,Peru,South America,22.09,1101.6,0.0,0.508,19,56.14,Moderate
2010,Peru,South America,21.04,1098.0,0.014,0.662,8,62.01,Moderate
2011,Peru,South America,22.7,992.5,0.038,0.413,0,50.31,Low
2012,Peru,South America,24.76,901.2,0.259,0.476,9,34.9,Moderate
2013,Peru,South America,21.19,1046.1,0.0,0.619,17,49.5,Moderate
2014,Peru,South America,23.1,1037.3,0.0,0.549,17,55.49,Moderate
2015,Peru,South America,23.93,982.1,0.139,0.59,5,36.64,Moderate
2016,Peru,South America,25.75,1236.3,0.0,0.663,7,53.74,Moderate
2017,Peru,South America,22.42,912.4,0.062,0.491,6,44.45,Moderate
2018,Peru,South America,22.27,1072.6,0.0,0.566,0,59.33,Moderate
2019,Peru,South America,21.64,1286.6,0.0,0.692,7,72.17,Moderate
2020,Peru,South America,24.43,1245.5,0.0,0.592,36,60.97,Moderate
2021,Peru,South America,22.04,1294.6,0.0,0.543,0,71.1,Moderate
2022,Peru,South America,22.65,1005.5,0.0,0.579,10,50.71,Moderate
2023,Peru,South America,20.9,1225.5,0.0,0.706,17,52.09,Moderate
2024,Peru,South America,24.19,929.9,0.159,0.485,22,43.27,Moderate
2025,Peru,South America,24.54,1055.9,0.042,0.484,16,48.24,Moderate
2026,Peru,South America,24.18,1070.9,0.078,0.411,15,57.5,Low
2027,Peru,South America,21.26,1007.9,0.0,0.511,0,50.24,Moderate
2028,Peru,South America,23.93,1042.1,0.068,0.413,13,43.07,Low
2029,Peru,South America,21.22,1021.1,0.0,0.391,9,42.05,Low
2030,Peru,South America,23.31,942.8,0.108,0.47,22,44.86,Moderate
2031,Peru,South America,23.51,1237.0,0.0,0.557,9,47.33,Moderate
2032,Peru,South America,23.65,1070.8,0.0,0.563,13,50.43,Moderate
2033,Peru,South America,23.94,1132.2,0.061,0.553,8,56.77,Moderate
2034,Peru,South America,23.3,1126.2,0.0,0.515,15,49.97,Moderate
2035,Peru,South America,20.98,1108.8,0.0,0.418,13,61.4,Low
2036,Peru,South America,23.99,1114.8,0.014,0.489,21,62.62,Moderate
2037,Peru,South America,23.49,1051.1,0.021,0.46,5,46.04,Low
2038,Peru,South America,22.3,1326.9,0.0,0.565,12,64.56,Moderate
2039,Peru,South America,21.52,1221.7,0.0,0.585,3,67.05,Moderate
2040,Peru,South America,25.27,1102.9,0.095,0.46,27,53.25,Moderate
2041,Peru,South America,24.92,1028.5,0.15,0.501,17,40.07,Moderate
2042,Peru,South America,24.31,1081.0,0.014,0.56,4,52.92,Moderate
2043,Peru,South America,22.66,1166.8,0.025,0.517,10,52.71,Moderate
2044,Peru,South America,20.47,1340.0,0.0,0.704,9,73.65,Moderate
2045,Peru,South America,24.43,880.3,0.199,0.331,19,43.67,Moderate
2046,Peru,South America,23.97,1205.6,0.0,0.514,11,58.4,Moderate
2047,Peru,South America,23.1,1280.3,0.0,0.631,8,64.87,Moderate
2048,Peru,South America,24.92,862.1,0.181,0.486,10,31.63,Moderate
2049,Peru,South America,24.6,1071.0,0.0,0.605,14,49.03,Moderate
2050,Peru,South America,23.81,929.7,0.132,0.594,8,53.16,Moderate
1961,Colombia,South America,22.06,1091.1,0.0,0.622,7,48.54,Moderate
1962,Colombia,South America,23.13,1198.1,0.0,0.593,5,58.09,Moderate
1963,Colombia,South America,22.31,1323.0,0.0,0.722,9,60.95,Moderate
1964,Colombia,South America,23.63,1122.0,0.0,0.42,10,66.46,Low
1965,Colombia,South America,19.67,1225.1,0.0,0.696,6,60.05,Moderate
1966,Colombia,South America,21.86,1332.9,0.0,0.601,2,71.98,Moderate
1967,Colombia,South America,24.08,1317.1,0.0,0.616,16,68.94,Moderate
1968,Colombia,South America,23.27,1038.4,0.023,0.56,7,53.04,Moderate
1969,Colombia,South America,23.73,1265.8,0.0,0.658,10,63.53,Moderate
1970,Colombia,South America,22.15,1139.8,0.0,0.577,12,64.41,Moderate
1971,Colombia,South America,21.54,1278.8,0.0,0.53,10,58.99,Moderate
1972,Colombia,South America,20.97,1191.0,0.0,0.603,3,69.91,Moderate
1973,Colombia,South America,20.9,1144.1,0.0,0.649,4,49.48,Moderate
1974,Colombia,South America,23.2,1169.4,0.0,0.542,1,63.16,Moderate
1975,Colombia,South America,22.87,1140.8,0.0,0.676,23,48.61,Moderate
1976,Colombia,South America,22.19,1147.1,0.0,0.504,16,55.46,Moderate
1977,Colombia,South America,22.9,1074.6,0.0,0.538,17,54.29,Moderate
1978,Colombia,South America,22.48,1059.7,0.0,0.653,0,50.07,Moderate
1979,Colombia,South America,23.48,1382.1,0.0,0.637,9,68.02,Moderate
1980,Colombia,South America,23.49,1176.4,0.0,0.673,11,50.5,Moderate
1981,Colombia,South America,21.08,1008.3,0.0,0.662,0,44.49,Moderate
1982,Colombia,South America,22.71,1055.6,0.0,0.541,19,55.77,Moderate
1983,Colombia,South America,20.39,1269.0,0.0,0.592,16,63.63,Moderate
1984,Colombia,South America,22.57,982.2,0.0,0.429,28,44.97,Low
1985,Colombia,South America,23.16,862.9,0.043,0.536,5,50.23,Moderate
1986,Colombia,South America,20.87,874.6,0.0,0.539,7,36.41,Moderate
1987,Colombia,South America,21.97,823.4,0.257,0.528,20,33.86,Moderate
1988,Colombia,South America,22.5,892.2,0.231,0.443,9,36.96,Moderate
1989,Colombia,South America,22.78,911.1,0.127,0.539,7,46.7,Moderate
1990,Colombia,South America,22.19,1321.6,0.0,0.657,0,66.37,Moderate
1991,Colombia,South America,21.13,1092.6,0.0,0.476,16,53.98,Low
1992,Colombia,South America,22.49,1041.9,0.006,0.611,11,40.91,Moderate
1993,Colombia,South America,20.59,869.1,0.006,0.565,0,48.53,Moderate
1994,Colombia,South America,22.31,1077.1,0.0,0.457,13,52.55,Low
1995,Colombia,South America,22.08,822.0,0.134,0.328,11,39.12,Low
1996,Colombia,South America,22.47,1040.9,0.0,0.524,12,47.55,Moderate
1997,Colombia,South America,21.98,1430.3,0.0,0.792,8,66.08,Moderate
1998,Colombia,South America,20.86,1206.2,0.0,0.512,19,69.31,Moderate
1999,Colombia,South America,22.24,1066.4,0.014,0.551,9,42.39,Moderate
2000,Colombia,South America,23.82,1211.7,0.0,0.559,28,54.26,Moderate
2001,Colombia,South America,24.23,1016.6,0.11,0.564,21,57.52,Moderate
2002,Colombia,South America,25.67,971.9,0.166,0.422,23,49.11,Moderate
2003,Colombia,South America,24.79,1372.7,0.0,0.748,17,66.68,Moderate
2004,Colombia,South America,21.34,917.2,0.0,0.446,15,53.34,Low
2005,Colombia,South America,22.3,1043.3,0.0,0.447,11,54.85,Low
2006,Colombia,South America,22.78,1149.0,0.0,0.58,4,58.84,Moderate
2007,Colombia,South America,22.73,950.2,0.154,0.32,4,45.78,Low
2008,Colombia,South America,22.93,1204.1,0.0,0.557,16,63.0,Moderate
2009,Colombia,South America,25.75,1050.9,0.078,0.552,14,54.03,Moderate
2010,Colombia,South America,21.58,1206.2,0.0,0.461,8,73.49,Low
2011,Colombia,South America,22.04,1193.8,0.0,0.391,18,58.52,Low
2012,Colombia,South America,24.89,1061.1,0.057,0.343,21,50.93,Low
2013,Colombia,South America,22.2,1373.7,0.0,0.793,4,61.26,Moderate
2014,Colombia,South America,23.43,993.5,0.043,0.491,25,48.51,Moderate
2015,Colombia,South America,24.21,1315.8,0.0,0.615,21,76.97,Moderate
2016,Colombia,South America,23.57,1288.0,0.0,0.72,22,70.31,Moderate
2017,Colombia,South America,23.24,1383.3,0.0,0.659,0,65.91,Moderate
2018,Colombia,South America,24.15,1127.8,0.008,0.585,19,56.41,Moderate
2019,Colombia,South America,21.97,973.8,0.085,0.489,16,39.22,Moderate
2020,Colombia,South America,22.47,1432.3,0.0,0.678,25,65.8,Moderate
2021,Colombia,South America,23.72,1046.4,0.0,0.547,3,53.22,Moderate
2022,Colombia,South America,20.61,969.8,0.0,0.547,15,45.52,Moderate
2023,Colombia,South America,24.82,1069.6,0.0,0.52,31,47.21,Moderate
2024,Colombia,South America,23.5,942.9,0.137,0.435,0,47.34,Moderate
2025,Colombia,South America,23.34,1184.2,0.0,0.565,17,58.72,Moderate
2026,Colombia,South America,21.21,1003.1,0.0,0.318,12,40.75,Low
2027,Colombia,South America,21.64,1054.0,0.0,0.55,6,40.25,Moderate
2028,Colombia,South America,22.73,1254.8,0.007,0.531,8,59.19,Moderate
2029,Colombia,South America,24.19,1199.8,0.0,0.65,21,50.46,Moderate
2030,Colombia,South America,20.75,1102.5,0.0,0.544,1,43.91,Moderate
2031,Colombia,South America,24.21,1127.3,0.0,0.572,14,63.14,Moderate
2032,Colombia,South America,22.85,1102.0,0.0,0.607,19,54.51,Moderate
2033,Colombia,South America,23.03,1031.0,0.061,0.441,27,48.74,Moderate
2034,Colombia,South America,23.62,1099.6,0.0,0.579,19,53.85,Moderate
2035,Colombia,South America,23.66,1178.5,0.0,0.611,16,52.1,Moderate
2036,Colombia,South America,22.5,1079.8,0.0,0.525,7,56.46,Moderate
2037,Colombia,South America,24.12,1167.2,0.0,0.509,8,57.57,Moderate
2038,Colombia,South America,20.6,966.1,0.083,0.531,14,42.1,Moderate
2039,Colombia,South America,22.86,1003.4,0.0,0.558,11,46.52,Moderate
2040,Colombia,South America,23.61,982.5,0.034,0.5,24,41.08,Moderate
2041,Colombia,South America,23.03,1009.6,0.053,0.419,10,46.98,Low
2042,Colombia,South America,21.27,1305.9,0.0,0.611,2,63.86,Moderate
2043,Colombia,South America,24.39,1216.2,0.0,0.603,20,58.21,Moderate
2044,Colombia,South America,22.0,927.7,0.123,0.519,9,44.26,Moderate
2045,Colombia,South America,23.43,1170.0,0.0,0.458,4,58.03,Low
2046,Colombia,South America,23.71,1037.5,0.0,0.474,29,53.26,Low
2047,Colombia,South America,23.57,990.8,0.0,0.463,9,55.2,Low
2048,Colombia,South America,24.97,862.3,0.137,0.424,26,43.94,Moderate
2049,Colombia,South America,23.52,1255.5,0.072,0.524,21,67.07,Moderate
2050,Colombia,South America,24.11,881.8,0.224,0.423,6,34.53,Moderate
1961,Paraguay,South America,21.39,1113.8,0.0,0.384,17,44.27,Low
1962,Paraguay,South America,22.8,1042.4,0.0,0.555,2,61.2,Moderate
1963,Paraguay,South America,22.84,1336.7,0.001,0.682,16,68.08,Moderate
1964,Paraguay,South America,21.24,1218.6,0.0,0.577,11,56.81,Moderate
1965,Paraguay,South America,22.81,997.5,0.137,0.488,4,48.46,Moderate
1966,Paraguay,South America,20.96,1168.2,0.0,0.579,10,53.39,Moderate
1967,Paraguay,South America,22.69,1302.7,0.0,0.637,14,49.11,Moderate
1968,Paraguay,South America,22.09,877.0,0.108,0.606,8,59.43,Moderate
1969,Paraguay,South America,20.48,936.4,0.0,0.439,12,47.96,Low
1970,Paraguay,South America,21.64,1098.2,0.0,0.563,4,51.38,Moderate
1971,Paraguay,South America,24.8,1105.7,0.0,0.521,20,43.68,Moderate
1972,Paraguay,South America,22.44,1091.6,0.0,0.608,10,45.62,Moderate
1973,Paraguay,South America,24.98,1050.3,0.065,0.539,14,61.15,Moderate
1974,Paraguay,South America,20.5,1047.8,0.028,0.502,9,60.84,Moderate
1975,Paraguay,South America,23.15,1161.5,0.0,0.427,11,62.59,Low
1976,Paraguay,South America,19.23,1281.4,0.0,0.66,0,57.38,Moderate
1977,Paraguay,South America,22.29,1023.0,0.0,0.487,0,60.21,Low
1978,Paraguay,South America,23.06,1490.1,0.0,0.74,19,77.21,Moderate
1979,Paraguay,South America,23.33,1413.7,0.0,0.612,4,74.62,Moderate
1980,Paraguay,South America,21.38,1312.7,0.0,0.771,10,68.31,Moderate
1981,Paraguay,South America,23.61,1199.6,0.0,0.668,15,50.94,Moderate
1982,Paraguay,South America,21.74,1421.3,0.0,0.825,6,63.87,Moderate
1983,Paraguay,South America,22.2,1053.6,0.093,0.619,26,47.76,Moderate
1984,Paraguay,South America,21.89,966.8,0.0,0.531,11,52.2,Moderate
1985,Paraguay,South America,21.07,1015.8,0.0,0.417,13,42.51,Low
1986,Paraguay,South America,24.33,939.5,0.126,0.617,19,43.41,Moderate
1987,Paraguay,South America,22.53,1119.5,0.056,0.486,9,53.79,Moderate
1988,Paraguay,South America,23.79,1148.0,0.038,0.553,15,61.4,Moderate
1989,Paraguay,South America,23.76,1132.1,0.095,0.623,26,58.75,Moderate
1990,Paraguay,South America,21.36,1098.0,0.0,0.61,16,48.84,Moderate
1991,Paraguay,South America,24.0,1121.3,0.002,0.606,31,64.7,Moderate
1992,Paraguay,South America,23.16,1377.8,0.0,0.657,15,61.91,Moderate
1993,Paraguay,South America,21.33,1199.2,0.0,0.551,0,66.51,Moderate
1994,Paraguay,South America,23.13,1247.6,0.0,0.827,9,59.08,Moderate
1995,Paraguay,South America,21.38,1130.5,0.0,0.562,0,57.51,Moderate
1996,Paraguay,South America,24.56,841.5,0.256,0.408,23,38.31,Moderate
1997,Paraguay,South America,23.62,809.8,0.01,0.348,10,41.47,Low
1998,Paraguay,South America,22.58,1433.2,0.0,0.736,0,75.71,Moderate
1999,Paraguay,South America,24.2,1014.9,0.0,0.523,36,53.09,Moderate
2000,Paraguay,South America,20.8,1001.3,0.0,0.499,1,54.77,Low
2001,Paraguay,South America,21.82,1139.3,0.0,0.6,4,59.75,Moderate
2002,Paraguay,South America,22.44,1188.1,0.0,0.735,24,51.82,Moderate
2003,Paraguay,South America,25.44,1208.3,0.052,0.557,10,60.99,Moderate
2004,Paraguay,South America,21.49,1383.9,0.0,0.695,17,65.81,Moderate
2005,Paraguay,South America,20.74,1340.1,0.0,0.618,1,60.35,Moderate
2006,Paraguay,South America,21.08,970.3,0.024,0.509,0,46.29,Moderate
2007,Paraguay,South America,23.92,1255.0,0.0,0.582,29,63.85,Moderate
2008,Paraguay,South America,22.13,1038.5,0.106,0.477,17,51.31,Moderate
2009,Paraguay,South America,22.67,1078.0,0.0,0.422,19,60.24,Low
2010,Paraguay,South America,23.8,925.0,0.162,0.47,18,50.85,Moderate
2011,Paraguay,South America,22.71,829.1,0.066,0.449,16,42.15,Moderate
2012,Paraguay,South America,23.16,1095.0,0.0,0.696,3,57.85,Moderate
2013,Paraguay,South America,23.58,947.0,0.131,0.511,15,45.3,Moderate
2014,Paraguay,South America,22.44,1248.5,0.0,0.588,3,67.03,Moderate
2015,Paraguay,South America,22.77,1055.0,0.077,0.419,1,54.14,Low
2016,Paraguay,South America,23.28,1149.4,0.0,0.477,17,57.14,Low
2017,Paraguay,South America,24.05,1318.8,0.0,0.556,25,78.85,Moderate
2018,Paraguay,South America,22.08,862.4,0.105,0.581,7,37.75,Moderate
2019,Paraguay,South America,19.42,984.1,0.0,0.515,0,57.93,Moderate
2020,Paraguay,South America,23.88,1128.9,0.0,0.518,6,48.32,Moderate
2021,Paraguay,South America,24.19,1150.0,0.078,0.498,16,60.83,Moderate
2022,Paraguay,South America,23.34,1276.6,0.0,0.57,20,72.45,Moderate
2023,Paraguay,South America,23.44,1238.7,0.0,0.571,20,50.49,Moderate
2024,Paraguay,South America,22.46,1115.5,0.0,0.663,15,56.61,Moderate
2025,Paraguay,South America,23.75,1148.5,0.0,0.572,10,61.72,Moderate
2026,Paraguay,South America,24.19,1153.0,0.029,0.461,11,58.59,Low
2027,Paraguay,South America,23.26,864.8,0.187,0.617,20,41.77,Moderate
2028,Paraguay,South America,26.2,1075.0,0.176,0.446,29,51.05,Moderate
2029,Paraguay,South America,21.35,1139.8,0.0,0.523,6,50.42,Moderate
2030,Paraguay,South America,23.44,1173.4,0.0,0.691,10,72.88,Moderate
2031,Paraguay,South America,21.85,952.1,0.12,0.509,18,42.18,Moderate
2032,Paraguay,South America,24.33,897.0,0.168,0.411,14,44.1,Moderate
2033,Paraguay,South America,21.4,1062.5,0.0,0.433,14,49.24,Low
2034,Paraguay,South America,21.71,1414.8,0.0,0.63,8,57.08,Moderate
2035,Paraguay,South America,22.57,968.9,0.0,0.412,3,42.9,Low
2036,Paraguay,South America,23.67,1287.8,0.0,0.644,27,55.71,Moderate
2037,Paraguay,South America,22.65,1353.6,0.0,0.692,12,74.23,Moderate
2038,Paraguay,South America,22.68,1107.3,0.0,0.542,6,51.72,Moderate
2039,Paraguay,South America,23.19,991.2,0.0,0.492,2,46.48,Low
2040,Paraguay,South America,23.13,1182.1,0.0,0.507,3,52.72,Moderate
2041,Paraguay,South America,25.22,1131.2,0.044,0.589,16,56.24,Moderate
2042,Paraguay,South America,24.28,962.5,0.227,0.584,32,39.29,Moderate
2043,Paraguay,South America,23.09,994.6,0.0,0.484,8,55.68,Low
2044,Paraguay,South America,26.01,1172.6,0.0,0.572,33,60.44,Moderate
2045,Paraguay,South America,24.1,1249.4,0.0,0.631,15,59.04,Moderate
2046,Paraguay,South America,22.37,1048.4,0.118,0.614,1,55.16,Moderate
2047,Paraguay,South America,23.86,1088.9,0.057,0.473,11,53.35,Moderate
2048,Paraguay,South America,24.21,1207.0,0.206,0.72,6,56.37,Moderate
2049,Paraguay,South America,22.76,1072.4,0.0,0.57,5,44.84,Moderate
2050,Paraguay,South America,22.34,1052.1,0.0,0.528,3,52.18,Moderate
1961,Egypt,Africa,25.39,810.8,0.26,0.426,28,36.99,Moderate
1962,Egypt,Africa,26.62,689.1,0.432,0.231,30,21.25,Moderate
1963,Egypt,Africa,24.13,855.8,0.28,0.409,19,42.98,Moderate
1964,Egypt,Africa,27.79,659.1,0.592,0.376,32,27.06,Moderate
1965,Egypt,Africa,25.74,650.3,0.437,0.379,22,19.04,Moderate
1966,Egypt,Africa,23.27,751.6,0.322,0.227,16,34.34,Moderate
1967,Egypt,Africa,24.09,902.2,0.085,0.508,18,48.67,Moderate
1968,Egypt,Africa,26.83,891.9,0.391,0.426,24,33.96,Moderate
1969,Egypt,Africa,26.64,744.9,0.337,0.358,29,28.74,Moderate
1970,Egypt,Africa,25.18,732.7,0.435,0.177,22,31.14,Moderate
1971,Egypt,Africa,25.36,761.4,0.323,0.5,13,22.54,Moderate
1972,Egypt,Africa,23.8,807.7,0.053,0.418,19,32.79,Low
1973,Egypt,Africa,26.8,857.8,0.386,0.306,26,29.24,Moderate
1974,Egypt,Africa,24.05,612.1,0.43,0.336,21,11.23,Moderate
1975,Egypt,Africa,26.27,860.9,0.262,0.458,21,44.32,Moderate
1976,Egypt,Africa,26.89,704.9,0.411,0.45,31,15.09,Moderate
1977,Egypt,Africa,25.35,754.1,0.316,0.352,19,33.45,Moderate
1978,Egypt,Africa,26.47,871.1,0.147,0.437,29,45.48,Moderate
1979,Egypt,Africa,27.54,769.5,0.238,0.333,22,31.95,Moderate
1980,Egypt,Africa,25.66,796.6,0.418,0.446,17,27.45,Moderate
1981,Egypt,Africa,25.15,587.7,0.372,0.231,24,23.35,Moderate
1982,Egypt,Africa,25.3,889.7,0.378,0.373,17,36.94,Moderate
1983,Egypt,Africa,24.5,761.3,0.391,0.375,35,36.27,Moderate
1984,Egypt,Africa,24.5,670.2,0.471,0.237,22,8.31,Moderate
1985,Egypt,Africa,25.96,826.2,0.256,0.541,22,30.68,Moderate
1986,Egypt,Africa,25.25,1064.1,0.0,0.686,26,56.57,Moderate
1987,Egypt,Africa,25.86,463.0,0.475,0.195,17,13.94,Moderate
1988,Egypt,Africa,23.7,521.4,0.377,0.15,22,23.05,Moderate
1989,Egypt,Africa,25.39,1079.6,0.0,0.567,27,55.55,Moderate
1990,Egypt,Africa,26.76,718.3,0.387,0.321,34,27.37,Moderate
1991,Egypt,Africa,24.2,680.5,0.308,0.434,13,26.06,Moderate
1992,Egypt,Africa,25.58,631.5,0.324,0.253,10,39.04,Moderate
1993,Egypt,Africa,23.35,843.3,0.082,0.465,9,49.74,Moderate
1994,Egypt,Africa,24.03,1067.8,0.021,0.543,13,55.94,Moderate
1995,Egypt,Africa,26.58,543.6,0.569,0.218,37,16.26,Moderate
1996,Egypt,Africa,25.26,634.5,0.338,0.336,37,28.18,Moderate
1997,Egypt,Africa,27.83,593.9,0.591,0.367,30,22.84,Moderate
1998,Egypt,Africa,26.18,767.3,0.372,0.391,22,33.43,Moderate
1999,Egypt,Africa,26.32,845.6,0.316,0.431,20,31.45,Moderate
2000,Egypt,Africa,24.41,909.3,0.119,0.385,23,53.8,Moderate
2001,Egypt,Africa,25.26,772.7,0.204,0.478,37,36.02,Moderate
2002,Egypt,Africa,24.86,1053.1,0.226,0.61,32,60.21,Moderate
2003,Egypt,Africa,24.48,558.0,0.476,0.246,26,19.51,Moderate
2004,Egypt,Africa,26.57,516.5,0.64,0.248,32,11.55,Moderate
2005,Egypt,Africa,26.83,885.1,0.303,0.556,31,46.51,Moderate
2006,Egypt,Africa,26.29,669.7,0.423,0.244,22,26.83,Moderate
2007,Egypt,Africa,24.83,429.8,0.574,0.263,12,10.81,Moderate
2008,Egypt,Africa,26.24,599.4,0.337,0.255,22,16.03,Moderate
2009,Egypt,Africa,23.57,690.9,0.196,0.488,18,34.59,Moderate
2010,Egypt,Africa,27.47,546.6,0.519,0.278,14,13.99,Moderate
2011,Egypt,Africa,24.34,487.7,0.432,0.345,15,13.05,Moderate
2012,Egypt,Africa,24.57,616.8,0.318,0.247,11,21.54,Moderate
2013,Egypt,Africa,26.07,479.7,0.588,0.14,30,14.86,Moderate
2014,Egypt,Africa,26.2,751.6,0.38,0.357,18,20.78,Moderate
2015,Egypt,Africa,25.88,339.0,0.764,0.191,24,5.0,Moderate
2016,Egypt,Africa,24.66,664.5,0.556,0.291,12,27.98,Moderate
2017,Egypt,Africa,27.37,733.1,0.344,0.427,38,22.31,Moderate
2018,Egypt,Africa,24.0,635.5,0.358,0.301,2,25.65,Moderate
2019,Egypt,Africa,24.26,824.9,0.236,0.246,20,32.74,Low
2020,Egypt,Africa,25.93,430.7,0.588,0.26,11,7.36,Moderate
2021,Egypt,Africa,24.56,537.8,0.357,0.198,13,29.68,Moderate
2022,Egypt,Africa,27.57,597.2,0.478,0.27,28,10.39,Moderate
2023,Egypt,Africa,24.7,764.0,0.309,0.506,20,36.62,Moderate
